lang,tag,key,value,title,tgroup,has_templ,parsed,redirect_target,description,image,osmcarto_rendering,on_node,on_way,on_area,on_relation,tags_implies,tags_combination,tags_linked,status,approval_status,statuslink,wikidata
en,shop=chemist,shop,chemist,Tag:shop=chemist,shops,1,1,,"A shop selling articles of personal hygiene, cosmetics, and household cleaning products.","File:Kelly Chemist, Omagh - geograph.org.uk - 103193.jpg",File:Chemist-14.svg,1,0,1,0,,name,"amenity=pharmacy,brand,clothes=underwear,medical_supply,name,opening_hours,operator,shop=chemist,shop=cosmetics,shop=hairdresser_supply,shop=medical_supply,shop=perfumery,website,wheelchair",t,de facto,,
en,shop=chocolate,shop,chocolate,Tag:shop=chocolate,,1,1,,Shop focused on selling chocolate.,File:Chocolate shop.jpg,File:Confectionery-14.svg,1,0,1,0,,,"name,opening_hours,operator,reusable_packaging:accept,reusable_packaging:offer,shop=chocolate,shop=confectionery,shop=pastry,website,wheelchair",t,de facto,,
en,shop=clothes,shop,clothes,Tag:shop=clothes,,1,1,,A shop which primarily sells clothing,File:Hasseen2.jpg,File:Clothes-16.svg,1,0,1,0,,"clothes,name","brand,clothes,clothes=fashion,clothes=luxury,name,opening_hours,operator,organic,second_hand,shop=boutique,shop=clothes,shop=fashion,shop=shoes",t,de facto,,
en,shop=coffee,shop,coffee,Tag:shop=coffee,,1,1,,A shop selling coffee,File:Ahrre's Coffee Roastery in Summit NJ interior view.jpg,File:Coffee-14.svg,1,0,1,0,,"name,opening_hours","amenity=cafe,drink:coffee=yes,name,noname=yes,opening_hours,operator,organic,phone,shop=coffee,shop=tea,website,wheelchair",t,de facto,,
en,shop=computer,shop,computer,Tag:shop=computer,,1,1,,"A shop selling computers, peripherals, software, ...","File:Computer shop, Crossens.JPG",File:Computer-14.svg,1,0,1,0,,name,"name,office=it,opening_hours,operator,repair,second_hand=yes/only,shop=computer,shop=electronics,shop=mobile_phone,shop=robot,website,wheelchair=limited,wheelchair=no,wheelchair=yes",t,de facto,,
en,shop=confectionery,shop,confectionery,Tag:shop=confectionery,,1,1,,A shop selling sweets and candies.,"File:Sweet Shop, Chester.JPG",File:Confectionery-14.svg,1,0,1,0,,name,"craft=confectionery,name,opening_hours,operator,shop=bakery,shop=chocolate,shop=confectionery,shop=pastry,website,wheelchair",t,de facto,,
en,shop=convenience,shop,convenience,Tag:shop=convenience,,1,1,,"A small local shop carrying a variety of everyday products, such as packaged food and hygiene products.",File:Food and wine shop.jpg,File:Convenience-14.svg,1,0,1,0,,"name,website:orders","amenity=cafe,amenity=fuel,brand,fair_trade,fast_food,ice_cream,name,noname=yes,opening_hours,operator,organic,origin,phone,reusable_packaging:accept,reusable_packaging:offer,shop=alcohol,shop=convenience,shop=farm,shop=general,shop=greengrocer,shop=kiosk,shop=newsagent,shop=supermarket,website:orders,wheelchair=limited,wheelchair=no,wheelchair=yes",t,approved,Proposal:Convenience store,
en,shop=copyshop,shop,copyshop,Tag:shop=copyshop,shops,1,1,,A shop that offers photocopying and printing services.,File:Copy shop-werbung&mehr.jpg,File:Copyshop-14.svg,1,0,1,0,,name,"amenity=internet_cafe,amenity=printer,craft=printer,internet_access,name,noname=yes,office=publisher,opening_hours,phone,self_service,service=yes/no,shop=copyshop,shop=printing,shop=stationery,website,wheelchair",t,de facto,Proposal:Copy Shop,
en,shop=cosmetics,shop,cosmetics,Tag:shop=cosmetics,shops,1,1,,Shop primarily selling cosmetics.,File:Life Pharmacy Westfield Albany cosmetics 2013.jpg,File:Perfumery-14.svg,1,0,1,0,,name,"addr,contact:website,name,opening_hours,operator,shop=beauty,shop=chemist,shop=cosmetics,shop=hairdresser_supply,shop=perfumery,website,wheelchair",t,de facto,,
en,shop=country_store,shop,country_store,Tag:shop=country_store,,1,1,,A Country Store is a UK term for a shop selling rural supplies.,File:Countrywide Store Melton Mowbray.jpg,File:Shop-other-16.svg,1,0,1,0,,,"name,opening_hours,operator,phone,shop=agrarian,shop=agricultural_supplies,shop=country_store,shop=farm_supplies,shop=general,shop=hardware,shop=variety_store,website,wheelchair",t,de facto,,
en,shop=craft,shop,craft,Tag:shop=craft,,1,1,,A place where customers can buy supplies for making art and crafts.,File:Studio Arts Crafts and Graphics interior - panoramio (1).jpg,File:Shop-other-16.svg,1,0,1,0,,"addr:*,brand,name,opening_hours,payment:*,wheelchair","addr:*,brand,name,opening_hours,payment,payment:*,shop=craft,shop=doityourself,shop=model,shop=paint,training,wheelchair,wheelchair=limited,wheelchair=no,wheelchair=yes",t,de facto,,
en,shop=curtain,shop,curtain,Tag:shop=curtain,,1,1,,A shop that specialises in selling curtains or drapes.,"File:Curtain shop in Kenton, lit up at night - geograph.org.uk - 99043.jpg",File:Shop-other-16.svg,1,0,1,0,,,"name,noname=yes,opening_hours,operator,phone,shop=curtain,shop=fabric,shop=household_linen,shop=interior_decoration,shop=window_blind,shop=window_tinting,website,wheelchair",t,de facto,,
en,shop=dairy,shop,dairy,Tag:shop=dairy,,1,1,,A shop selling dairy products.,File:Milk Aisle.jpg,File:Dairy.svg,1,0,1,0,,name,"addr,amenity=vending_machine,brand,man_made=works,name,noname=yes,opening_hours,operator,phone,product,shop=cheese,shop=convenience,shop=dairy,vending=milk,website,wheelchair",t,de facto,,
en,shop=deli,shop,deli,Tag:shop=deli,,1,1,,A delicatessen store,File:Rome Italian deli.jpg,File:Deli-14.svg,1,0,1,0,,name,"amenity=fast_food,amenity=restaurant,cuisine=sandwich,department=store_section,diet:gluten_free=yes/no/only,diet:lactose_free=yes/no/only,name,opening_hours,operator,organic=yes/no/only,origin,reusable_packaging:accept,reusable_packaging:offer,shop=butcher,shop=cheese,shop=confectionery,shop=convenience,shop=deli,shop=farm,shop=greengrocer,shop=grocery,shop=restaurant,shop=supermarket,website,wheelchair",t,de facto,,
en,shop=department_store,shop,department_store,Tag:shop=department_store,shops,1,1,,A large store with multiple clothing and other general merchandise departments.,File:Department store atrium - geograph.org.uk - 727802.jpg,File:Department store-16.svg,1,0,1,0,,name,"name,noname=yes,opening_hours,operator,phone,shop=department_store,shop=doityourself,shop=supermarket,shop=variety_store,website,wheelchair=limited,wheelchair=no,wheelchair=yes",t,de facto,,
en,shop=doityourself,shop,doityourself,Tag:shop=doityourself,shops,1,1,,"A Do-it-Yourself-store, a large hardware and home improvement shop",File:Inside BandQ - geograph.org.uk - 649798.jpg,File:Doityourself-16.svg,1,0,1,0,,name,"name,opening_hours,operator,phone,shop=craft,shop=doityourself,shop=garden_centre,shop=hardware,shop=power_tools,shop=tool_hire,website,wheelchair",t,approved,Talk:Tag:shop=doityourself#Voting,
en,shop=dry_cleaning,shop,dry_cleaning,Tag:shop=dry_cleaning,,1,1,,A shop or kiosk offering a clothes dry cleaning service.,File:1601 14th Street NW.jpg,File:Laundry-14.svg,1,0,1,0,,name,"name,noname=yes,opening_hours,operator,shop=dry_cleaning,shop=laundry,website,wheelchair",t,approved,Talk:Tag:shop=dry cleaning,
en,shop=e-cigarette,shop,e-cigarette,Tag:shop=e-cigarette,shops,1,1,,A shop selling electronic cigarettes,File:The Vape Shop.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"name,noname=yes,opening_hours,operator,shop=e-cigarette,shop=tobacco,website,wheelchair",t,de facto,,
en,shop=electronics,shop,electronics,Tag:shop=electronics,shops,1,1,,"A shop selling consumer electronics such as TVs, radios and fridges.",File:Currys Digital.jpg,File:Electronics-16.svg,1,0,1,0,,name,"craft=electronics_repair,electronics,name,noname=yes,opening_hours,operator,repair,shop=appliance,shop=camera,shop=computer,shop=electrical,shop=electronics,shop=hifi,shop=mobile_phone,shop=radiotechnics,shop=robot,website,wheelchair",t,de facto,,
en,shop=erotic,shop,erotic,Tag:shop=erotic,For adults only,1,1,,"A shop selling erotic products such as sex toys, erotic lingerie, fetish clothing, safe sex products, erotic games and gifts, and pornographic films and magazines",File:Sexshop tampere.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"books=erotic,clothes,clothes=leather;underwear,lgbtq=primary,lgbtq=welcome,min_age,min_age=18,name,opening_hours,opening_hours=Mo-Sa 10:00-20:00,shop=erotic",t,de facto,,
en,shop=estate_agent,shop,estate_agent,Tag:shop=estate_agent,shops,1,1,,A shop which sells and/or rents property.,File:Estate agent.jpg,File:Shop-other-16.svg,1,0,1,0,,,"office=estate_agent,opening_hours,operator,shop=estate_agent",t,approved,Proposal:Estate Agent,
en,shop=fabric,shop,fabric,Tag:shop=fabric,,1,1,,A shop that sells fabric,File:P1080828.JPG,File:Fabric-14.svg,1,0,1,0,,name,"craft=tailor,name,opening_hours,operator,phone,shop=curtain,shop=fabric,shop=sewing,shop=tailor,shop=wool,website,wheelchair=no/yes/limited",t,de facto,,
en,shop=farm,shop,farm,Tag:shop=farm,,1,1,,"A shop at a farm, selling farm produce.",File:Chatsworth farm shop - geograph.org.uk - 24050.jpg,File:Greengrocer-14.svg,1,0,1,0,,"name,opening_hours","amenity=marketplace,amenity=vending_machine,contact:phone,contact:website,craft=beekeeper,delivery,delivery:covid19,landuse=farmyard,milk=drink_milk,milk=raw_milk,name,opening_hours,operator,organic=yes/no/only,phone,produce,product,shop=cheese,shop=dairy,shop=farm,shop=greengrocer,street_vendor=yes,url,vending=eggs,vending=food,vending=honey,vending=milk,vending=potatoes,website,wheelchair=no/yes/limited",t,de facto,,
en,shop=fashion_accessories,shop,fashion_accessories,Tag:shop=fashion_accessories,shops,1,1,,A shop focused on selling fashion accessories,File:FashionAccessories.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"name,opening_hours,operator,phone,shop=bag,shop=boutique,shop=clothes,shop=fashion,shop=fashion_accessories,shop=gift,shop=hat,shop=interior_decoration,shop=jewelry,shop=umbrella,shop=variety_store,shop=watches,website,wheelchair",t,approved,Proposal:Fashion_accessory_shop,
en,shop=fireplace,shop,fireplace,Tag:shop=fireplace,,1,1,,A shop selling fireplaces.,File:Kaminofen in Betrieb IMG 6067.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"name,opening_hours,operator,phone,shop=fireplace,website,wheelchair",t,de facto,,
en,shop=fishing,shop,fishing,Tag:shop=fishing,shops,1,1,,Store where you can buy fishing equipment.,"File:M.A. Wickham, East Grinstead (15538910361).jpg",File:Shop-other-16.svg,1,0,1,0,,name,"fishing_technique:carp-fishing=yes/no/only,fishing_technique:fly-fishing=yes/no/only,fishing_technique:spinning=yes/no/only,guide=fishing,leisure=fishing,name,office=guide,opening_hours,operator,shop=fishing,shop=hunting,shop=outdoor,shop=sports,vending=fishing_bait,vending=fishing_tackle,website,wheelchair",t,de facto,,
en,shop=florist,shop,florist,Tag:shop=florist,shops,1,1,,A shop selling bouquets of flowers,File:Florist.jpg,File:Florist-16.svg,1,0,1,0,,name,"delivery=yes,name,noname=yes,opening_hours,operator,phone,service=yes,shop=florist,shop=garden_centre,website,wheelchair",t,de facto,,
en,shop=funeral_directors,shop,funeral_directors,Tag:shop=funeral_directors,,1,1,,"Providing services related to funeral arrangements, may also be known as a ""funeral parlour"" or ""undertakers"".",File:Coop funeral care.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"amenity=crematorium,amenity=funeral_hall,amenity=mortuary,denomination,landuse=cemetery,name,opening_hours,operator,religion,shop=funeral_directors,website,wheelchair",t,de facto,,
en,shop=furniture,shop,furniture,Tag:shop=furniture,shops,1,1,,A shop selling furniture.,File:HK 北角 North Point 和富中心 Provident Centre 和富薈 Provident Square Kuka Home furniture shop Mar-2013.JPG,File:Furniture-16.svg,1,0,1,0,,"furniture,name","addr,furniture,name,opening_hours,operator,phone,shop=antiques,shop=bathroom_furnishing,shop=bed,shop=carpet,shop=furniture,shop=garden_centre,shop=kitchen,shop=lamps,website,wheelchair",t,de facto,,
en,shop=games,shop,games,Tag:shop=games,shops,1,1,,"Shop selling board games, card games, battle games, RPGs.",File:Pyrkon 2017 Robinson Crusoe Board Game 4280061.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"club=board_games,club=card_games,club=game,name,opening_hours,operator,phone,rental,shop=games,shop=sports,shop=toys,shop=video_games,website,wheelchair",t,de facto,,
en,shop=garden_centre,shop,garden_centre,Tag:shop=garden_centre,shops,1,1,,"A shop selling potted plants, seedlings for planting, and related items.",File:Almondsbury.garden.centre.arp.jpg,File:Garden centre-14.svg,1,0,1,0,,name,"building,craft=fence_maker,craft=gardener,landuse=plant_nursery,landuse=retail,leisure=garden,name,noname=yes,opening_hours,operator,shop=doityourself,shop=florist,shop=garden_centre,website,wheelchair",t,de facto,,
en,shop=gas,shop,gas,Tag:shop=gas,,1,1,,A shop selling and/or refilling bottled gas.,File:Butijão.JPG,File:Shop-other-16.svg,1,0,1,0,,name,"amenity=fuel,fuel:cng=yes,fuel:lpg=yes,name,noname=yes,opening_hours,operator,shop=fuel,shop=gas,website,wheelchair=limited,wheelchair=no,wheelchair=yes",t,de facto,,
en,shop=general,shop,general,Tag:shop=general,,1,1,,A general store. Small shop selling variety of different products.,File:Feinkost Weber Hernals 1994.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"name,noname=yes,opening_hours,operator,shop=convenience,shop=country_store,shop=department_store,shop=doityourself,shop=general,shop=hardware,shop=supermarket,shop=variety_store,website,wheelchair",t,de facto,,
en,shop=gift,shop,gift,Tag:shop=gift,shops,1,1,,"Shop selling gifts, greeting cards, or tourist gifts (souvenirs).",File:Clinton cards gift shop.jpg,File:Gift-16.svg,1,0,1,0,,name,"gift,name,opening_hours,operator,phone,shop=gift,shop=party,shop=variety_store,website,wheelchair",t,de facto,,
en,shop=greengrocer,shop,greengrocer,Tag:shop=greengrocer,shops,1,1,,A shop which sells fruits and vegetables,File:Greenrocer's Interior.jpg,File:Greengrocer-14.svg,1,0,1,0,,name,"name,noname=yes,opening_hours,operator,organic,origin,phone,reusable_packaging:accept,reusable_packaging:offer,shop=convenience,shop=farm,shop=general,shop=greengrocer,shop=kiosk,shop=newsagent,shop=nuts,shop=supermarket,website,wheelchair=limited,wheelchair=no,wheelchair=yes",t,de facto,,
en,shop=hairdresser,shop,hairdresser,Tag:shop=hairdresser,,1,1,,"A hairdressers or barbers shop, where hair is cut",File:Diego's Hair Salon.jpg,File:Hairdresser-16.svg,1,0,1,0,,"name,reservation","amenity=toilets,beauty,female,female=yes/no,hairdresser=barber,male,male=yes/no,name,opening_hours,operator,phone,reservation,reservation=required/recommended/yes/no,shop=beauty,shop=hairdresser,shop=hairdresser_supply,unisex,unisex=yes/no,website,wheelchair",t,de facto,,
en,shop=hardware,shop,hardware,Tag:shop=hardware,,1,1,,"A shop which sells timber, tools and other building products",File:Tweedy and Popp 03.jpg,File:Doityourself-16.svg,1,0,1,0,,name,"craft,name,noname=yes,opening_hours,operator,phone,shop=doityourself,shop=electrical,shop=electronics,shop=hardware,shop=lighting,shop=locksmith,shop=power_tools,shop=tool_hire,shop=trade,shop=variety_store,website,wheelchair",t,de facto,,
en,shop=hearing_aids,shop,hearing_aids,Tag:shop=hearing_aids,,1,1,,A shop specialized in selling hearing aids devices,File:Shop audiologist.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"healthcare=audiologist,name,noname=yes,opening_hours,operator,shop=hearing_aids,shop=optician,wheelchair=limited,wheelchair=no,wheelchair=yes",t,de facto,,
en,shop=hifi,shop,hifi,Tag:shop=hifi,,1,1,,Shop selling high fidelity audio components,File:Hifi shop.png,File:Hifi-14.svg,1,0,1,0,,name,"hifi:parts,hifi:repair,name,opening_hours,operator,phone,second_hand=yes/only,shop=electronics,shop=hifi,shop=music,website,wheelchair=limited,wheelchair=no,wheelchair=yes",t,de facto,,
en,shop=houseware,shop,houseware,Tag:shop=houseware,,1,1,,A shop selling small household items,File:Houseware.jpg,File:Houseware-14.svg,1,0,1,0,,name,"name,opening_hours,operator,phone,shop=electronics,shop=furniture,shop=hardware,shop=houseware,shop=kitchen,website,wheelchair",t,de facto,,
en,shop=interior_decoration,shop,interior_decoration,Tag:shop=interior_decoration,,1,1,,Shop focused on selling interior decorations,File:HK Sheung Wan 南豐大廈 Nan Fung Tower Wing Wo Street 88 Connaught Road Central FrancFranc shop interior Dec-2015 DSC (2).JPG,File:Interior decoration-14.svg,1,0,1,0,,name,"name,noname=yes,opening_hours,operator,phone,shop=carpet,shop=curtain,shop=furniture,shop=interior_decoration,shop=lighting,website,wheelchair=limited,wheelchair=no,wheelchair=yes",t,de facto,,
en,shop=jewelry,shop,jewelry,Tag:shop=jewelry,,1,1,,"A shop that sells rings, necklaces, earrings, watches, etc.","File:Gibraltar, Main Street, Shopping.JPG",File:Jewellery-16.svg,1,0,1,0,,name,"craft=jeweller,name,noname=yes,opening_hours,operator,phone,shop=jewellery,shop=jewelry,shop=watches,website,wheelchair",t,de facto,,
en,shop=kiosk,shop,kiosk,Tag:shop=kiosk,,1,1,,"A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps.",File:Kiosk germany.jpg,File:Newsagent-14.svg,1,0,1,0,,name,"amenity=fast_food,building=kiosk,drink:coffee=yes,lottery=yes,name,noname=yes,opening_hours,operator,shop=butcher,shop=convenience,shop=florist,shop=kiosk,shop=lottery,shop=newsagent,street_vendor=yes,tobacco=yes,vending=newspapers,wheelchair",t,approved,Approved features/Kiosk,
en,shop=kitchen,shop,kitchen,Tag:shop=kitchen,,1,1,,A shop where you can plan and buy your kitchen.,"File:Kitchen shop in ""The Boulevard"" - geograph.org.uk - 1368775.jpg",File:Shop-other-16.svg,1,0,1,0,,name,"craft,name,noname=yes,opening_hours,operator,phone,shop=bathroom furnishing,shop=electronics,shop=furniture,shop=houseware,shop=kitchen,website,wheelchair",t,de facto,,
en,shop=laundry,shop,laundry,Tag:shop=laundry,,1,1,,"A shop to wash clothes and bedding, generally self-service and unattended.",File:SoapBarLaundromat.jpg,File:Laundry-14.svg,1,0,1,0,,"laundry_service=yes/no,name,self_service=yes/no","amenity=lavoir,amenity=washing_machine,dry_cleaning=''yes/no'',laundry_service=''yes/no'',laundry_service=yes/no,name,opening_hours,operator,payment,payment:coins=yes,self_service=''yes/no'',self_service=yes/no,shop=dry_cleaning,shop=laundry,website,wheelchair=limited,wheelchair=no,wheelchair=yes",t,approved,Proposal:Laundry,
en,shop=leather,shop,leather,Tag:shop=leather,,1,1,,A shop for products made of leather.,File:Shop in the old city.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"name,opening_hours,operator,phone,shop=bag,shop=leather,shop=leatherworking,website,wheelchair",t,de facto,,
en,shop=locksmith,shop,locksmith,Tag:shop=locksmith,,1,1,,A shop where you can get keys cut,File:Locksmiths.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"craft,craft=key_cutter,craft=locksmith,name,opening_hours,operator,phone,shop=hardware,shop=locksmith,website,wheelchair",t,approved,Proposal:Locksmith,
en,shop=lottery,shop,lottery,Tag:shop=lottery,,1,1,,A shop of which the main or only purpose is the sale of lottery tickets.,File:Lottery haiti bolet.JPG,File:Shop-other-16.svg,1,0,1,0,,,"addr,amenity=casino,amenity=gambling,brand,leisure=adult_gaming_centre,leisure=amusement_arcade,lottery=yes,name,noname=yes,opening_hours,operator,phone,shop=bookmaker,shop=kiosk,shop=lottery,shop=newsagent,vending=lottery,website,wheelchair",t,approved,Proposal:Gambling,
en,shop=mall,shop,mall,Tag:shop=mall,,1,1,,"A group of stores, typically associated with a single building structure.",File:Cevahir Mall.jpg,,1,0,1,0,,"name,opening_hours","amenity=marketplace,building=retail,landuse=retail,name,opening_hours,shop=department_store,shop=mall",t,de facto,Proposal:Mall,
en,shop=massage,shop,massage,Tag:shop=massage,,1,1,,Massage shop,File:Thaimassage.jpg,File:Massage-14.svg,1,0,1,0,,massage,"massage,massage=acupressure,massage=thai,name,opening_hours,operator,phone,shop=massage,website,wheelchair",t,approved,Proposal:Massage,
en,shop=medical_supply,shop,medical_supply,Tag:shop=medical_supply,,1,1,,A store where you can buy medical equipment for private persons.,File:Jt medical supply.jpg,File:Medical supply.svg,1,0,1,0,,"medical_supply,name,opening_hours,operator","addr,amenity=pharmacy,contact:phone,contact:website,medical_supply,medical_supply=yes,name,noname=yes,opening_hours,operator,phone,shop=chemist,shop=medical_supply,shop=orthopedics,shop=supermarket,website,wheelchair",t,de facto,,
en,shop=mobile_phone,shop,mobile_phone,Tag:shop=mobile_phone,shops,1,1,,A shop that primarily sells mobile phones and accessories.,File:Présentoire gsm.jpg,File:Mobile-phone-16.svg,1,0,1,0,,name,"amenity=internet_cafe,brand,craft=electronics_repair,electronics_repair=phone,mobile_phone:parts,mobile_phone:repair,mobile_phone:sales,mobile_phone:type,name,noname=yes,office=it,opening_hours,operator,payment,phone,recycling:mobile_phones,second_hand,shop,shop=computer,shop=electronics,shop=mobile_phone,shop=mobile_phone_accessories,shop=second_hand,shop=telecommunication,website,wheelchair=no/yes/limited",t,de facto,,
en,shop=motorcycle,shop,motorcycle,Tag:shop=motorcycle,shops,1,1,,A shop that sells motorcycles and/or related accessories and services.,File:Harley shop.jpg,File:Shop motorcycle.svg,1,0,1,0,,name,"brand,brand=Louis Motorrad,brand=Polo Motorrad,clothes,clothes=motorcycle,motorcycle,motorcycle:clothes,motorcycle:parts,motorcycle:rental,motorcycle:repair,motorcycle:sales=yes/no/used,motorcycle:type,name,opening_hours,operator,parts,phone,rental,repair,sales,second_hand=yes/only,shop=atv,shop=bicycle,shop=car,shop=clothes,shop=mobility_scooter,shop=motorcycle,shop=motorcycle_repair,shop=scooter,shop=trailer,website,wheelchair",t,de facto,,
en,shop=motorcycle_repair,shop,motorcycle_repair,Tag:shop=motorcycle_repair,shops,1,1,,A place where you can get your motorcycles repaired.,File:Motorcycle repair shop in Thailand.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"motorcycle:clothes,motorcycle:parts,motorcycle:rental,motorcycle:repair,motorcycle:safety_inspection,motorcycle:sales,name,opening_hours,operator,phone,shop=bicycle,shop=car_repair,shop=motorcycle,shop=motorcycle_parts,shop=motorcycle_repair,shop=repair,website,wheelchair=no/yes/limited",t,de facto,,
en,shop=music,shop,music,Tag:shop=music,shops,1,1,,A store that primarily sells recorded music (typically vinyl/CDs).,"File:Klang.KOMBINAT (record shop), Leipzig.jpg",File:Shop music.svg,1,0,1,0,,name,"addr,brand,music=recorded/sheet,music_genre,name,noname=yes,opening_hours,operator,phone,second_hand=only,second_hand=yes,shop=electronics,shop=music,shop=musical_instrument,website,wheelchair",t,de facto,Proposal:Music shop,
en,shop=musical_instrument,shop,musical_instrument,Tag:shop=musical_instrument,shops,1,1,,"Shop selling musical instruments, lyrics, scores.","File:Portadown (66), September 2009.JPG",File:Musical instrument-14.svg,1,0,1,0,,"musical_instrument:repair,musical_instrument:sales,musical_instrument:type,name,opening_hours,operator,website,wheelchair","craft=musical_instrument,musical_instrument,musical_instrument:repair,musical_instrument:sales,musical_instrument:type,name,noname=yes,opening_hours,operator,shop=music,shop=musical_instrument,website,wheelchair",t,approved,Proposal:Musical instruments,
en,shop=newsagent,shop,newsagent,Tag:shop=newsagent,,1,1,,A shop selling newspapers and magazines.,File:Suburban Canberra newsagent.jpg,File:Newsagent-14.svg,1,0,1,0,,name,"name,opening_hours,operator,shop=convenience,shop=kiosk,shop=newsagent,tobacco=yes,website,wheelchair=limited,wheelchair=no,wheelchair=yes",t,approved,Proposal:Newsagent,
en,shop=nutrition_supplements,shop,nutrition_supplements,Tag:shop=nutrition_supplements,shops,1,1,,"Shops that sells nutritional supplements different types of purified proteins, fats, vitamins, minerals and/or herbs.",File:GNC-store.jpg,File:Shop-other-16.svg,1,0,1,0,,"brand,name,opening_hours","amenity=pharmacy,brand,contact:phone,contact:website,name,opening_hours,operator,phone,shop=health_food,shop=herbalist,shop=nutrition_supplements,website,wheelchair",t,approved,Proposal:Nutrition supplements,
en,shop=optician,shop,optician,Tag:shop=optician,shops,1,1,,"A shop that sells, fits, and repairs prescription eyeglasses and contact lenses.",File:AIGAN Shakujii.jpg,File:Optician-16.svg,1,0,1,0,,name,"craft=optician,healthcare=optometrist,name,opening_hours,operator,phone,shop=audiologist,shop=optician,vending=contact_lenses,website,wheelchair",t,de facto,,
en,shop=outdoor,shop,outdoor,Tag:shop=outdoor,shops,1,1,,"A shop selling trekking, climbing, camping equipment.",File:Winfield's Camping Shop - geograph.org.uk - 267174.jpg,File:Outdoor-14.svg,1,0,1,0,,name,"brand,clothes=sports,clothes=swimwear,name,opening_hours,operator,phone,shop=bicycle,shop=clothes,shop=outdoor,shop=sports,website,wheelchair",t,de facto,Talk:Tag:shop=outdoor#Voting,
en,shop=paint,shop,paint,Tag:shop=paint,,1,1,,A shop where you can buy paints.,File:Artists paints.jpg,File:Paint-14.svg,1,0,1,0,,"addr,name,operator","addr,name,opening_hours,operator,phone,shop=craft,shop=doityourself,shop=hardware,shop=paint,shop=wholesale,website,wheelchair=no/yes/limited",t,de facto,,
en,shop=party,shop,party,Tag:shop=party,shops,1,1,,"Shop selling party supplies like decorations, invitations and costumes.",File:Shop party.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"contact:phone,contact:website,name,opening_hours,operator,phone,shop=gift,shop=party,shop=stationery,shop=toys,shop=variety_store,website,wheelchair",t,de facto,,
en,shop=pastry,shop,pastry,Tag:shop=pastry,,1,1,,A shop where sweet bakery products are sold.,File:Lille Meert2.JPG,File:Confectionery-14.svg,1,0,1,0,,name,"amenity=ice_cream,craft,name,opening_hours,operator,reusable_packaging:accept,reusable_packaging:offer,shop=bakery,shop=confectionery,shop=pastry,website,wheelchair=limited,wheelchair=no,wheelchair=yes",t,de facto,,
en,shop=pawnbroker,shop,pawnbroker,Tag:shop=pawnbroker,shops,1,1,,A business that offers secured loans against items of personal property as collateral.,"File:Pawnbroker's sign, Camden High Street, London.JPG",File:Shop-other-16.svg,1,0,1,0,,name,"collector=coins,name,office=bail_bond_agent,opening_hours,phone,shop=cash_for_gold,shop=collector,shop=gold_buyer,shop=pawnbroker,shop=second_hand,website,wheelchair=no/yes/limited",t,de facto,,
en,shop=perfumery,shop,perfumery,Tag:shop=perfumery,shops,1,1,,A shop selling perfumes.,File:301 perfumery and drugstore in Cala Millor.jpg,File:Perfumery-14.svg,1,0,1,0,,name,"name,noname=yes,opening_hours,operator,phone,shop=beauty,shop=chemist,shop=cosmetics,shop=perfumery,website,wheelchair",t,de facto,,
en,shop=pet,shop,pet,Tag:shop=pet,shops,1,1,,A shop selling pets and/or pet supplies,File:Baby parrots in a pet shop-8a.jpg,File:Pet-16.svg,1,0,1,0,,"name,opening_hours","amenity=veterinary,name,noname=yes,opening_hours,operator,pet,shop=equestrian,shop=pet,shop=pet_grooming,shop=sports,sport,website,wheelchair",t,de facto,Proposal:Pet shop (2009),
en,shop=pet_grooming,shop,pet_grooming,Tag:shop=pet_grooming,shops,1,1,,A shop offering grooming services for pets (most frequently dogs),File:Psi fryzjer.jpg,File:Shop-other-16.svg,1,0,1,0,,name,"amenity=veterinary,name,opening_hours,operator,pet,pet=dog,shop=pet,shop=pet_grooming,website,wheelchair",t,de facto,,
en,shop=photo,shop,photo,Tag:shop=photo,,1,1,,A shop dealing with photos or video in any way.,File:Fujifilm photo shop.jpg,File:Photo-14.svg,1,0,1,0,,,"amenity=photo_booth,craft=photographer,craft=photographic_laboratory,name,opening_hours,operator,phone,shop=camera,shop=copyshop,shop=electronics,shop=photo,shop=photo_studio,website,wheelchair",t,de facto,Proposal:Photo,
en,shop=pottery,shop,pottery,Tag:shop=pottery,,1,1,,"A place where earthenware, stoneware and porcelain and other ceramic ware are sold.","File:Ceramics shop in Bát Tràng, Hanoi (1 March 2018) 74.jpg",File:Shop-other-16.svg,1,0,1,0,,name,"brand,craft=pottery,name,noname=yes,opening_hours,reusable_packaging:accept,reusable_packaging:offer,shop=gift,wheelchair=limited,wheelchair=no,wheelchair=yes",t,de facto,,
